timestamp,request_id,agent_success,dijkstra_success,agent_hops,dijkstra_hops,agent_latency,agent_uplink,agent_downlink,agent_reliability,agent_cpu,agent_power,dijkstra_latency,dijkstra_uplink,dijkstra_downlink,dijkstra_reliability,dijkstra_cpu,dijkstra_power
1761796643.16626,req_hs3a50ulc,True,True,1,1,6.1236774369684746,13.83,90.55,0.9603548880982996,23,52,6.1236774369684746,13.83,90.55,0.9603548880982996,23,52
1761796643.281307,req_pzik5zo3x,True,True,1,1,7.255555220092622,0.11,0.24,0.8735411965283151,6,5,7.255555220092622,0.11,0.24,0.8735411965283151,6,5
1761796643.3930008,req_ieprj4co0,True,True,1,1,9.935137706232721,1.2,1.55,0.7651641007125514,11,19,9.935137706232721,1.2,1.55,0.7651641007125514,11,19
1761796643.5252962,req_c2lufl9ye,True,True,1,1,8.907553928904354,2.06,14.08,0.8687742737897263,40,41,8.907553928904354,2.06,14.08,0.8687742737897263,40,41
1761796643.6436858,req_e7v0qg05k,True,True,1,1,4.829683884221987,0.33,0.14,0.953259018180847,6,8,4.829683884221987,0.33,0.14,0.953259018180847,6,8
1761796643.774036,req_dgwwc1nb8,True,True,1,1,7.166539366015358,5.66,96.62,0.9249686655019141,47,80,5.042715774889461,5.66,96.62,0.9984634138631957,47,80
1761796645.0055838,req_8grdbhbfj,True,True,1,1,9.529609961301878,1.46,8.02,0.8495351524114442,18,39,9.529609961301878,1.46,8.02,0.8495351524114442,18,39
1761796648.012843,req_tw6331tof,True,True,1,1,11.067497711682822,0.45,0.45,0.761526796915033,4,9,11.067497711682822,0.45,0.45,0.761526796915033,4,9
1761796651.0329092,req_3i0ui2fy6,True,True,4,2,44.746329603439364,2.84,10.02,0.8071685799346339,27,57,44.002119971585046,2.84,10.02,0.7631861490096569,27,57
1761796652.994602,req_gk56nzpwt,True,True,1,1,6.365323361823974,0.08,0.08,0.9520367509225298,3,5,6.365323361823974,0.08,0.08,0.9520367509225298,3,5
1761796653.082176,req_lpxbtw0ca,True,True,2,2,42.76379993969819,16.2,47.45,0.7832928936946071,50,79,42.76379993969819,16.2,47.45,0.7832928936946071,50,79
1761796653.196148,req_4cb3r7qnd,True,True,1,1,8.990962921952828,1.31,8.08,0.8661694973138748,18,38,8.990962921952828,1.31,8.08,0.8661694973138748,18,38
1761796653.3099678,req_n9wylviyl,True,True,1,1,11.138803057398356,0.18,0.44,0.8017191575453781,1,2,11.138803057398356,0.18,0.44,0.8017191575453781,1,2
1761796653.42401,req_1ovizh11o,True,True,1,1,9.2205485436786,0.11,0.08,0.8590400384295401,2,1,9.2205485436786,0.11,0.08,0.8590400384295401,2,1
1761796653.5397508,req_hw6cnf7os,True,True,1,1,9.472117976927453,7.61,60.52,0.8512952658680898,20,50,9.472117976927453,7.61,60.52,0.8512952658680898,20,50
1761796653.654155,req_zchgfrqm3,True,True,1,1,10.130967654297493,1.61,1.91,0.7597887570748136,10,11,10.130967654297493,1.61,1.91,0.7597887570748136,10,11
1761796653.769147,req_ex97ae2vj,True,True,1,1,6.222320874574044,0.1,0.18,0.956950558871776,2,1,6.222320874574044,0.1,0.18,0.956950558871776,2,1
1761796653.90063,req_5t50j094y,True,True,1,1,9.749428359253729,0.24,0.18,0.8428389181316042,3,1,9.749428359253729,0.24,0.18,0.8428389181316042,3,1
1761796653.989913,req_io34c12rb,True,True,1,1,12.218022409822224,3.82,13.24,0.7711681724092974,9,29,12.218022409822224,3.82,13.24,0.7711681724092974,9,29
1761796654.0115662,req_w4ny2a47h,True,True,3,3,22.33828174946876,1.55,1.37,0.8785042535556303,11,18,22.33828174946876,1.55,1.37,0.8785042535556303,11,18
1761796654.124049,req_1tttx8o02,True,True,1,1,8.033648217700218,0.18,0.4,0.896540926248555,1,6,8.033648217700218,0.18,0.4,0.896540926248555,1,6
1761796654.234287,req_xmoq9q2aa,True,True,1,1,5.713246726633471,0.44,0.24,0.923414669941888,5,8,5.713246726633471,0.44,0.24,0.923414669941888,5,8
1761796654.340341,req_a5ut13670,True,True,1,1,9.821611265492812,13.76,42.48,0.8406515731093618,41,76,9.821611265492812,13.76,42.48,0.8406515731093618,41,76
1761796654.552853,req_um5cio1ji,True,True,1,1,7.458517794923399,0.09,0.08,0.9152970325785598,3,2,7.458517794923399,0.09,0.08,0.9152970325785598,3,2
1761796654.675168,req_92lo3msqr,True,True,1,1,6.564393370638567,0.23,0.5,0.9452383497408733,3,2,6.564393370638567,0.23,0.5,0.9452383497408733,3,2
1761796654.775902,req_wq8zj5e2c,True,True,1,1,9.045999585035245,7.3,35.03,0.8644550374847461,28,69,9.045999585035245,7.3,35.03,0.8644550374847461,28,69
1761796654.8640718,req_iej0j3a8a,True,True,2,2,38.963679588894465,0.31,0.47,0.7865916301768322,2,10,38.963679588894465,0.31,0.47,0.7865916301768322,2,10
1761796654.9814432,req_tsqpv4ukm,True,True,1,1,10.739881742836683,3.68,17.92,0.8133158522395125,7,12,10.739881742836683,3.68,17.92,0.8133158522395125,7,12
1761796655.1035252,req_1rih2glwd,True,True,1,1,9.81235762305186,2.41,8.88,0.8409316669674621,38,24,9.81235762305186,2.41,8.88,0.8409316669674621,38,24
1761796655.2174542,req_q40zlu0j1,True,True,1,1,7.9920441321647555,11.2,31.78,0.8978847238855829,34,48,7.9920441321647555,11.2,31.78,0.8978847238855829,34,48
1761796655.34049,req_y1b1phn9t,True,True,1,1,8.399937665545108,2.65,13.69,0.8847963654741958,15,50,8.399937665545108,2.65,13.69,0.8847963654741958,15,50
1761796655.471748,req_4o8bt4aq5,True,True,1,1,6.913692645340875,0.15,0.12,0.9334266118319089,1,2,6.913692645340875,0.15,0.12,0.9334266118319089,1,2
1761796655.590436,req_xz95knt6w,True,True,1,1,5.540666344691786,0.17,0.34,0.929169606064949,3,6,5.540666344691786,0.17,0.34,0.929169606064949,3,6
1761796655.675083,req_3mpgeakwz,True,True,1,1,6.885024867807511,0.23,0.35,0.8852715054173114,4,5,6.885024867807511,0.23,0.35,0.8852715054173114,4,5
1761796655.808341,req_shjsmugwj,True,True,1,1,7.736086634398179,0.29,0.48,0.9061964911195284,2,4,7.736086634398179,0.29,0.48,0.9061964911195284,2,4
1761796655.885361,req_r1hrfse4c,True,True,1,1,8.35670378336197,0.2,0.19,0.8395902227760826,2,7,8.35670378336197,0.2,0.19,0.8395902227760826,2,7
1761796656.0012732,req_hzrlycwme,True,True,1,1,13.255370928479424,3.8,6.03,0.7429003561456896,17,17,13.255370928479424,3.8,6.03,0.7429003561456896,17,17
1761796656.119933,req_yfw7inef2,True,True,1,1,7.370256883681338,0.99,0.54,0.8391806768767152,14,16,7.370256883681338,0.99,0.54,0.8391806768767152,14,16
1761796656.2640839,req_59q2i42u4,True,True,4,2,45.29132701641627,0.2,0.09,0.7989773979395302,2,1,43.76270426935466,0.2,0.09,0.7670329048345432,2,1
1761796656.373756,req_vjpq2dp2l,True,True,1,1,9.737714510222407,18.65,49.78,0.8431944170454367,22,72,8.072906179154742,18.65,49.78,0.8952747519044297,22,72
1761796656.51507,req_am2nj9j6y,True,True,1,1,11.194867503429133,0.26,0.28,0.8001026635394217,1,6,11.194867503429133,0.26,0.28,0.8001026635394217,1,6
1761796656.6368651,req_l8yvxbiki,True,True,1,1,6.022255370604242,1.46,13.95,0.9638677396266269,33,54,6.022255370604242,1.46,13.95,0.9638677396266269,33,54
1761796656.7715552,req_umdht1ppt,True,True,1,1,10.368298272518008,0.2,0.11,0.8242686770733982,3,2,10.368298272518008,0.2,0.11,0.8242686770733982,3,2
1761796656.914048,req_8nkyi3ijz,True,True,1,1,7.7265007666021415,0.65,1.89,0.8284870875286562,14,14,7.7265007666021415,0.65,1.89,0.8284870875286562,14,14
1761796657.0002172,req_6pg7rdl8n,True,True,1,1,7.662271603739882,0.11,0.18,0.8608441703650775,6,6,7.662271603739882,0.11,0.18,0.8608441703650775,6,6
1761796657.012933,req_5g2bheosh,True,True,1,1,8.875008931424222,0.24,0.35,0.8697927435387863,4,4,8.875008931424222,0.24,0.35,0.8697927435387863,4,4
1761796657.154295,req_ts2vlgt1c,True,True,1,1,6.13833085189259,7.93,64.26,0.9598484124674116,43,68,6.13833085189259,7.93,64.26,0.9598484124674116,43,68
1761796657.2797859,req_yxueeesup,True,True,1,1,6.825165321612902,2.85,5.24,0.9364061725699876,15,26,6.825165321612902,2.85,5.24,0.9364061725699876,15,26
1761796657.372134,req_1ktv40llb,True,True,1,1,8.327907613790165,1.35,14,0.8870936921729282,20,36,8.327907613790165,1.35,14,0.8870936921729282,20,36
1761796657.502792,req_uncyzmvf9,True,True,1,1,8.38076141327184,0.19,0.21,0.885407391178557,4,5,8.38076141327184,0.19,0.21,0.885407391178557,4,5
1761796657.638942,req_ht60a6ej7,True,True,1,1,10.354177105063913,2.65,10.68,0.8246878104967107,17,20,10.354177105063913,2.65,10.68,0.8246878104967107,17,20
1761796657.78977,req_13iy4d1pv,True,True,1,1,8.529057930496853,0.36,0.25,0.8343969042129336,6,5,8.529057930496853,0.36,0.25,0.8343969042129336,6,5
1761796657.893381,req_uk9zxzew9,True,True,1,1,6.123153194987561,0.08,0.15,0.960373012769891,2,1,6.123153194987561,0.08,0.15,0.960373012769891,2,1
1761796658.027265,req_rtsvgi1bm,True,True,1,1,6.847293521717304,0.28,0.12,0.9356605142168483,2,5,6.847293521717304,0.28,0.12,0.9356605142168483,2,5
1761796658.150822,req_7nfrcl16w,True,True,1,1,6.150576579404048,3.17,10.76,0.9594253602087417,17,20,6.150576579404048,3.17,10.76,0.9594253602087417,17,20
1761796658.2761228,req_k2fqkb0t7,True,True,1,1,9.690304057746774,19.3,97.05,0.8446347901312249,44,47,9.690304057746774,19.3,97.05,0.8446347901312249,44,47
1761796658.421105,req_3y76orgwq,True,True,1,1,11.002178691632722,1.1,9.78,0.80567210819637,13,30,11.002178691632722,1.1,9.78,0.80567210819637,13,30
1761796658.524116,req_glnz9wo2h,True,True,1,1,5.592715748071927,4.86,18.75,0.9788882726369655,8,17,5.592715748071927,4.86,18.75,0.9788882726369655,8,17
1761796658.658039,req_0vi0cwgir,True,True,1,1,11.022752451116418,0.17,0.24,0.8050756037753684,2,2,11.022752451116418,0.17,0.24,0.8050756037753684,2,2
1761796658.790014,req_qzzgixa31,True,True,1,1,7.471075530403048,0.33,0.47,0.8667898500268241,6,5,7.471075530403048,0.33,0.47,0.8667898500268241,6,5
1761796659.051166,req_u6tv00rjo,True,True,1,1,9.579105561916329,1.29,17.94,0.8480227631366504,12,25,7.405175642287476,1.29,17.94,0.9170563821975198,12,25
1761796659.146949,req_sidt0z9z4,True,True,1,1,4.4713633934437365,0.39,0.23,0.9656352711490136,3,6,4.4713633934437365,0.39,0.23,0.9656352711490136,3,6
1761796659.265436,req_07hpzwuvh,True,True,1,1,5.883721864150217,0.16,0.23,0.9686867535446757,1,5,5.883721864150217,0.16,0.23,0.9686867535446757,1,5
1761796659.402633,req_agln9cs42,True,True,1,1,8.890206455628618,11.09,80.46,0.8693170006268943,48,77,8.890206455628618,11.09,80.46,0.8693170006268943,48,77
1761796659.524183,req_hrn4beka6,True,True,1,1,7.784337000420372,0.13,0.43,0.9046237821771962,4,3,7.784337000420372,0.13,0.43,0.9046237821771962,4,3
1761796659.679538,req_wruws2taj,True,True,1,1,7.931827612707506,1.97,9.81,0.8998332648870049,20,38,7.931827612707506,1.97,9.81,0.8998332648870049,20,38
1761796659.8000681,req_spoetuqy6,True,True,1,1,6.008014755844432,0.48,0.16,0.9136675256389656,3,8,6.008014755844432,0.48,0.16,0.9136675256389656,3,8
1761796659.932097,req_zkjbqwkvs,True,True,1,1,6.599875840364742,0.29,0.46,0.8944059444956712,2,7,6.599875840364742,0.29,0.46,0.8944059444956712,2,7
1761796659.998681,req_o92vk95h4,True,True,1,1,7.499922616287194,2.9,11.49,0.9139337313167557,37,60,7.499922616287194,2.9,11.49,0.9139337313167557,37,60
1761796660.062158,req_3faj3irt3,True,True,3,3,28.67310002037642,1.2,9.58,0.8579726586930391,22,43,28.67310002037642,1.2,9.58,0.8579726586930391,22,43
1761796660.1699939,req_vlm3v0dht,True,True,1,1,7.771567669993021,1.76,0.77,0.827144032803739,11,17,7.771567669993021,1.76,0.77,0.827144032803739,11,17
1761796660.309688,req_tsj3vdcb1,True,True,1,1,7.345118962485486,0.06,0.15,0.9190412401101347,1,4,7.345118962485486,0.06,0.15,0.9190412401101347,1,4
1761796660.433019,req_a0xa5mep5,True,True,1,1,11.030553922382959,2.82,5.02,0.8048495276530803,29,24,11.030553922382959,2.82,5.02,0.8048495276530803,29,24
1761796660.5527859,req_c0zxrr278,True,True,1,1,6.7166844313185905,6.56,26.2,0.9400702809663982,39,55,5.611795926833666,6.56,26.2,0.9782161184339269,39,55
1761796660.690899,req_e8orh7rqm,True,True,1,1,7.972332862910207,0.5,0.5,0.8512886803624486,4,7,7.972332862910207,0.5,0.5,0.8512886803624486,4,7
1761796660.834312,req_fnl8gh5ek,True,True,1,1,10.76028753785543,2.82,14.58,0.8127186028022773,20,29,10.76028753785543,2.82,14.58,0.8127186028022773,20,29
1761796660.964714,req_mhqwufdtp,True,True,1,1,8.730449182045572,0.22,0.24,0.8743310751341123,2,5,8.730449182045572,0.22,0.24,0.8743310751341123,2,5
1761796661.09676,req_zz61sgtdt,True,True,1,1,5.762746190007269,0.25,0.44,0.9217706280995276,5,8,5.762746190007269,0.25,0.44,0.9217706280995276,5,8
1761796661.2154,req_jtrjm8fgh,True,True,1,1,11.141453327623271,18.82,83.88,0.8016426693874618,20,77,11.141453327623271,18.82,83.88,0.8016426693874618,20,77
1761796661.3382049,req_p2teig9um,True,True,1,1,7.529726048740919,2.52,8.03,0.9129536761327002,27,35,7.529726048740919,2.52,8.03,0.9129536761327002,27,35
1761796661.4553769,req_dn11t8qh5,True,True,1,1,8.835913118517608,12.93,59.55,0.8710177945924432,25,57,8.835913118517608,12.93,59.55,0.8710177945924432,25,57
1761796661.630229,req_su9pxckwb,True,True,1,1,10.903618539129097,3.35,17.54,0.808535843666306,5,15,10.903618539129097,3.35,17.54,0.808535843666306,5,15
1761796661.719564,req_ldsyajqnl,True,True,1,1,8.586096385848926,1.71,0.62,0.8032418158042411,9,12,8.586096385848926,1.71,0.62,0.8032418158042411,9,12
1761796661.86027,req_kic6kh2l6,True,True,1,1,7.492462890801235,1.66,10.76,0.9141792012867025,34,52,7.492462890801235,1.66,10.76,0.9141792012867025,34,52
1761796661.9449909,req_oj3kwfapk,True,True,1,1,9.806765229513896,8.17,29.46,0.8411009855605498,25,56,7.65561521636648,8.17,29.46,0.9088255223942143,25,56
1761796662.085305,req_6uzxzeivm,True,True,1,1,9.274336911736413,1.39,8.88,0.8573782188834206,25,24,9.274336911736413,1.39,8.88,0.8573782188834206,25,24
1761796662.221961,req_6hdalvlxv,True,True,1,1,8.671991873131196,0.09,0.2,0.8761730100995158,3,4,8.671991873131196,0.09,0.2,0.8761730100995158,3,4
1761796662.350504,req_7xqli61al,True,True,1,1,8.351749467530496,0.18,0.44,0.8863326203459292,1,4,8.351749467530496,0.18,0.44,0.8863326203459292,1,4
1761796662.6079848,req_4lh7ert9f,True,True,1,1,8.758647352968792,1.05,5.07,0.8734439621440359,28,28,8.758647352968792,1.05,5.07,0.8734439621440359,28,28
1761796662.728213,req_m6ywrcnsd,True,True,1,1,9.65690147725374,0.1,0.13,0.8456510683787765,1,5,9.65690147725374,0.1,0.13,0.8456510683787765,1,5
1761796662.897053,req_40zgtpsk6,True,True,1,1,11.381006913230248,2.91,8.26,0.7947590842947134,12,35,11.381006913230248,2.91,8.26,0.7947590842947134,12,35
1761796663.000314,req_rzj806whu,True,True,1,1,9.156882335314707,1.11,9.13,0.8610112020988013,20,47,9.156882335314707,1.11,9.13,0.8610112020988013,20,47
1761796663.018921,req_ruu8yen05,True,True,1,1,9.167848749891816,6.95,86.1,0.8606713497798021,47,58,9.167848749891816,6.95,86.1,0.8606713497798021,47,58
1761796663.132101,req_puvlbe2zg,True,True,1,1,6.5803460055069,2.24,9.52,0.9446956600664822,18,39,6.5803460055069,2.24,9.52,0.9446956600664822,18,39
