episode,reward,success_rate,qscore
3817,2.0,1,11.8
3818,1.9940983057022095,1,11.71
3819,1.980857253074646,1,11.59
3820,1.9511226415634155,1,11.32
3821,2.0,1,12.0
3822,2.0,1,11.89
3823,1.9993102550506592,1,11.76
3824,2.0,1,12.0
3825,1.9449037313461304,1,11.27
3826,2.0,1,11.78
3827,1.9938589334487915,1,11.7
3828,2.0,1,11.8
3829,1.8696280717849731,1,10.58
3830,2.0,1,12.0
3831,2.0,1,12.0
3832,2.0,1,11.79
3833,1.855904221534729,1,11.57
3834,1.9974541664123535,1,11.74
3835,2.0,1,11.86
3836,1.9881412982940674,1,11.66
3837,1.963718056678772,1,11.43
3838,1.9837199449539185,1,11.61
3839,1.9757784605026245,1,11.54
3840,1.897073745727539,1,11.93
3841,1.8494031429290771,1,11.52
3842,2.0,1,11.99
3843,1.9822760820388794,1,11.6
3844,1.979092001914978,1,11.57
3845,2.0,1,11.88
3846,1.163893222808838,1,6.42
3847,1.9908767938613892,1,11.68
3848,1.5975852012634277,1,9.0
3849,2.0,1,11.88
3850,1.9804205894470215,1,11.58
3851,2.0,1,12.0
3852,1.4172755479812622,1,7.3
3853,1.9736149311065674,1,11.52
3854,1.7998557090759277,1,10.93
3855,2.0,1,11.98
3856,2.0,1,11.88
3857,2.0,1,11.92
3858,1.7451704740524292,1,9.41
3859,1.7850251197814941,1,10.83
3860,2.0,1,11.86
3861,1.9830087423324585,1,11.6
3862,2.0,1,11.86
3863,2.0,1,12.0
3864,1.987734079360962,1,11.65
3865,1.9971915483474731,1,11.73
3866,2.0,1,11.81
3867,2.0,1,11.9
3868,1.8652998208999634,1,11.66
3869,1.875177025794983,1,11.74
3870,2.0,1,11.82
3871,1.9805797338485718,1,11.58
3872,1.9518539905548096,1,11.32
3873,2.0,1,11.91
3874,1.9518550634384155,1,11.35
3875,1.989082932472229,1,11.67
3876,1.3992793560028076,1,5.57
3877,1.3460596799850464,1,4.43
3878,1.9289711713790894,1,11.14
3879,1.9681222438812256,1,11.47
3880,1.885130763053894,1,11.83
3881,1.966787338256836,1,11.46
3882,1.8255789279937744,1,11.26
3883,1.7790905237197876,1,10.76
3884,1.9441920518875122,1,11.24
3885,1.8945447206497192,1,10.8
3886,1.9609301090240479,1,11.41
3887,1.968408226966858,1,11.48
3888,1.9974147081375122,1,11.74
3889,1.9878140687942505,1,11.65
3890,1.9671975374221802,1,11.46
3891,2.0,1,11.82
3892,2.0,1,11.95
3893,1.9605673551559448,1,11.41
3894,2.0,1,11.93
3895,2.0,1,11.78
3896,2.0,1,11.77
3897,1.8260411024093628,1,11.86
3898,1.995261549949646,1,11.72
3899,1.9780142307281494,1,11.57
3900,2.0,1,11.8
3901,1.978764533996582,1,11.58
3902,1.9464226961135864,1,11.28
3903,1.9968353509902954,1,11.73
3904,2.0,1,11.85
3905,1.901132583618164,1,10.89
3906,2.0,1,12.0
3907,1.9837312698364258,1,11.62
3908,1.963557481765747,1,11.43
3909,1.7559767961502075,1,11.23
3910,1.9916752576828003,1,11.68
3911,1.9979381561279297,1,11.74
3912,2.0,1,11.82
3913,2.0,1,11.95
3914,1.9501456022262573,1,11.3
3915,1.994776725769043,1,11.72
3916,1.8100882768630981,1,11.12
3917,1.9552075862884521,1,11.35
3918,1.9547393321990967,1,11.35
3919,2.0,1,11.84
3920,1.9789642095565796,1,11.57
3921,1.8810908794403076,1,11.79
3922,1.981988549232483,1,11.59
3923,1.9765880107879639,1,11.56
3924,1.9967219829559326,1,11.73
3925,1.8744031190872192,1,11.73
3926,1.6112644672393799,1,9.2
3927,1.5928386449813843,1,7.34
3928,2.0,1,12.0
3929,2.0,1,11.82
3930,1.9673945903778076,1,11.47
3931,1.9564985036849976,1,11.36
3932,2.0,1,11.85
3933,1.9732526540756226,1,11.53
3934,2.0,1,11.87
3935,1.9913792610168457,1,11.69
3936,1.9820879697799683,1,11.6
3937,1.9958912134170532,1,11.72
3938,1.9860615730285645,1,11.63
3939,2.0,1,11.78
3940,1.987116813659668,1,11.64
3941,1.303561806678772,1,6.56
3942,1.9586573839187622,1,11.38
3943,1.7524433135986328,1,11.11
3944,1.8754950761795044,1,11.74
3945,1.9196897745132446,1,11.02
3946,2.0,1,11.84
3947,1.9960616827011108,1,11.73
3948,2.0,1,11.91
3949,2.0,1,11.84
3950,1.7957121133804321,1,10.88
3951,1.9868155717849731,1,11.64
3952,2.0,1,11.92
3953,1.3793672323226929,1,6.44
3954,1.347968339920044,1,4.51
3955,2.0,1,11.79
3956,1.8325958251953125,1,11.32
3957,1.994575023651123,1,11.71
3958,2.0,1,11.89
3959,1.6777704954147339,1,8.47
3960,2.0,1,11.81
3961,1.810333251953125,1,11.12
3962,1.6157082319259644,1,9.23
3963,1.9581267833709717,1,11.39
3964,1.18425714969635,1,8.2
3965,1.9347834587097168,1,11.17
3966,1.7579495906829834,1,11.19
3967,1.8576215505599976,1,11.59
3968,2.0,1,11.85
3969,1.902469277381897,1,11.98
3970,2.0,1,12.0
3971,2.0,1,12.0
3972,2.0,1,11.78
3973,1.7499490976333618,1,10.62
3974,2.0,1,11.86
3975,1.995148777961731,1,11.72
3976,1.9978898763656616,1,11.75
3977,2.0,1,11.83
3978,1.9304877519607544,1,11.68
3979,1.9947770833969116,1,11.72
3980,2.0,1,11.9
3981,1.7400933504104614,1,10.97
3982,1.4401298761367798,1,6.41
3983,1.859286904335022,1,11.6
3984,1.9711617231369019,1,11.5
3985,1.9844321012496948,1,11.62
3986,2.0,1,12.0
3987,1.9440102577209473,1,11.8
3988,1.8706207275390625,1,11.7
3989,1.9959595203399658,1,11.73
3990,2.0,1,11.91
3991,2.0,1,12.0
3992,1.367539405822754,1,7.69
3993,1.9773603677749634,1,11.56
3994,1.2513959407806396,1,6.63
3995,1.9873807430267334,1,11.65
3996,1.9982173442840576,1,11.74
3997,1.991978645324707,1,11.69
3998,1.9823473691940308,1,11.61
3999,2.0,1,11.86
4000,1.742760181427002,1,10.08
4001,2.0,1,11.93
4002,1.8304682970046997,1,11.3
4003,1.3473892211914062,1,4.49
4004,1.9793862104415894,1,11.58
4005,1.9820395708084106,1,11.6
4006,1.9860059022903442,1,11.63
4007,1.9579840898513794,1,11.38
4008,1.7348518371582031,1,10.88
4009,2.0,1,11.99
4010,2.0,1,11.95
4011,1.6647603511810303,1,8.29
4012,1.3797639608383179,1,8.55
4013,2.0,1,12.0
4014,2.0,1,11.83
4015,2.0,1,11.82
4016,1.9895285367965698,1,11.67
4017,1.6904239654541016,1,11.22
4018,1.8226368427276611,1,11.22
4019,1.624413013458252,1,11.15
4020,1.9284197092056274,1,11.11
4021,2.0,1,12.0
4022,1.968198537826538,1,11.47
4023,2.0,1,12.0
4024,1.7839386463165283,1,9.88
4025,2.0,1,12.0
4026,2.0,1,11.99
4027,2.0,1,11.96
4028,2.0,1,11.83
4029,1.895393967628479,1,11.92
4030,2.0,1,11.97
4031,2.0,1,11.91
4032,1.9909127950668335,1,11.68
4033,1.6375113725662231,1,7.83
4034,1.5871858596801758,1,8.9
4035,1.9823808670043945,1,11.6
4036,1.9260411262512207,1,11.09
4037,1.9471677541732788,1,11.27
4038,1.2470910549163818,1,6.8
4039,1.971799612045288,1,11.51
4040,1.999460220336914,1,11.76
4041,2.0,1,11.85
4042,1.822157859802246,1,10.14
4043,2.0,1,11.8
4044,1.9524680376052856,1,11.34
4045,1.9957741498947144,1,11.72
4046,1.9842302799224854,1,11.62
4047,1.9631800651550293,1,11.43
4048,2.0,1,12.0
4049,1.8542654514312744,1,11.56
4050,1.9485242366790771,1,11.29
4051,2.0,1,11.87
4052,1.466810703277588,1,6.88
4053,2.0,1,12.0
4054,1.998774528503418,1,11.75
4055,2.0,1,11.98
4056,2.0,1,11.84
4057,1.4062552452087402,1,7.1
4058,2.0,1,11.82
4059,1.9795950651168823,1,11.58
4060,1.973264455795288,1,11.52
4061,2.0,1,12.0
4062,1.9463077783584595,1,11.27
4063,2.0,1,11.81
4064,2.0,1,11.9
4065,1.978485107421875,1,11.57
4066,1.7665352821350098,1,10.59
4067,2.0,1,11.81
4068,2.0,1,11.82
4069,2.0,1,12.0
4070,1.537896752357483,1,8.22
4071,2.0,1,12.0
4072,1.565710425376892,1,8.63
4073,1.3821895122528076,1,6.56
4074,1.8134510517120361,1,11.14
4075,1.8114911317825317,1,10.03
4076,1.9664864540100098,1,11.46
4077,2.0,1,11.78
4078,1.9628677368164062,1,11.42
4079,1.9778910875320435,1,11.56
4080,1.8004937171936035,1,10.96
4081,1.7846055030822754,1,9.69
4082,2.0,1,11.84
4083,1.8017632961273193,1,10.98
4084,2.0,1,11.87
4085,2.0,1,11.91
4086,1.8078073263168335,1,11.7
4087,1.729464054107666,1,10.42
4088,1.947515845298767,1,11.29
4089,1.92245614528656,1,11.08
4090,1.7879743576049805,1,10.87
4091,1.9835439920425415,1,11.61
4092,1.9743473529815674,1,11.53
4093,2.0,1,12.0
4094,2.0,1,11.88
4095,1.9917336702346802,1,11.68
4096,1.8967466354370117,1,11.93
4097,2.0,1,11.92
4098,1.351545810699463,1,4.62
4099,1.9819222688674927,1,11.59
4100,2.0,1,11.92
4101,2.0,1,11.91
4102,1.859072208404541,1,11.6
4103,1.96188223361969,1,11.41
4104,2.0,1,11.83
4105,1.9795958995819092,1,11.57
4106,1.6117284297943115,1,7.36
4107,2.0,1,11.98
4108,1.8941301107406616,1,10.82
4109,1.994485855102539,1,11.71
4110,2.0,1,11.99
4111,1.9601597785949707,1,11.4
4112,1.9725302457809448,1,11.51
4113,1.7592335939407349,1,9.63
4114,1.8429739475250244,1,10.35
4115,1.9885467290878296,1,11.66
4116,1.7545663118362427,1,10.43
4117,1.993133544921875,1,11.7
4118,2.0,1,11.81
4119,2.0,1,11.87
4120,2.0,1,11.77
4121,2.0,1,11.8
4122,1.9869903326034546,1,11.64
4123,1.6109707355499268,1,9.75
4124,2.0,1,11.77
4125,1.9474966526031494,1,11.28
4126,2.0,1,11.85
4127,1.5328693389892578,1,8.17
4128,1.8847230672836304,1,11.83
4129,2.0,1,11.85
4130,1.9918086528778076,1,11.69
4131,1.9002628326416016,1,11.96
4132,2.0,1,12.0
4133,1.9878686666488647,1,11.66
4134,1.9901620149612427,1,11.67
4135,1.8903522491455078,1,11.88
4136,1.9985828399658203,1,11.75
4137,1.8947012424468994,1,11.91
4138,1.9631497859954834,1,11.43
4139,2.0,1,11.85
4140,2.0,1,12.0
4141,1.9613178968429565,1,11.41
4142,1.9776524305343628,1,11.56
4143,1.994741439819336,1,11.72
4144,1.9819117784500122,1,11.6
4145,1.5307048559188843,1,9.65
4146,2.0,1,11.84
4147,1.7502899169921875,1,9.5
4148,2.0,1,11.89
4149,1.9937430620193481,1,11.71
4150,2.0,1,11.85
4151,2.0,1,12.0
4152,1.8703711032867432,1,11.7
4153,1.8899272680282593,1,11.87
4154,1.8791327476501465,1,11.78
4155,1.9931150674819946,1,11.7
4156,2.0,1,12.0
4157,1.9624873399734497,1,11.43
4158,1.3447824716567993,1,4.37
4159,1.7460651397705078,1,9.47
4160,1.951943039894104,1,11.32
4161,1.3682243824005127,1,7.74
4162,1.9842458963394165,1,11.62
4163,1.990484595298767,1,11.67
4164,1.4026657342910767,1,5.65
4165,1.9636543989181519,1,11.43
4166,2.0,1,11.89
4167,2.0,1,11.88
4168,1.9565129280090332,1,11.36
4169,1.8122024536132812,1,10.14
4170,1.9810885190963745,1,11.6
4171,2.0,1,11.87
4172,2.0,1,11.82
4173,1.9161474704742432,1,10.99
4174,1.3913670778274536,1,6.77
4175,2.0,1,11.85
4176,1.9933452606201172,1,11.7
4177,2.0,1,11.82
4178,1.9798108339309692,1,11.59
4179,1.9934800863265991,1,11.7
4180,2.0,1,12.0
4181,2.0,1,11.83
4182,2.0,1,11.93
4183,2.0,1,12.0
4184,1.7328842878341675,1,9.1
4185,1.9729496240615845,1,11.52
4186,1.7956944704055786,1,10.86
4187,2.0,1,12.0
4188,1.4108744859695435,1,5.78
4189,1.93203866481781,1,11.14
4190,2.0,1,12.0
4191,2.0,1,11.81
4192,1.8595062494277954,1,10.5
4193,2.0,1,11.84
4194,2.0,1,11.95
4195,1.8374158143997192,1,11.41
4196,2.0,1,11.94
4197,2.0,1,11.99
4198,1.992405891418457,1,11.7
4199,2.0,1,11.82
4200,1.9828778505325317,1,11.61
4201,2.0,1,12.0
4202,1.9728341102600098,1,11.52
4203,1.9982000589370728,1,11.74
4204,1.9493399858474731,1,11.29
4205,1.9281620979309082,1,11.11
4206,2.0,1,11.8
4207,1.981423020362854,1,11.59
4208,2.0,1,11.88
4209,1.941470742225647,1,11.22
4210,1.9711077213287354,1,11.51
4211,1.9472651481628418,1,11.29
4212,2.0,1,11.96
4213,1.8906481266021729,1,11.88
4214,1.9771544933319092,1,11.56
4215,1.979092001914978,1,11.57
4216,2.0,1,11.97
4217,2.0,1,11.77
4218,1.9914990663528442,1,11.68
4219,1.894567847251892,1,11.37
4220,2.0,1,12.0
4221,2.0,1,12.0
4222,2.0,1,11.91
4223,2.0,1,12.0
4224,1.8032928705215454,1,10.93
4225,2.0,1,11.78
4226,1.999818205833435,1,11.76
4227,1.9723641872406006,1,11.5
4228,1.8927110433578491,1,11.9
4229,2.0,1,11.78
4230,1.8687796592712402,1,11.69
4231,2.0,1,12.0
4232,2.0,1,11.88
4233,2.0,1,11.78
4234,1.9334187507629395,1,11.14
4235,1.8868595361709595,1,11.85
4236,1.9899736642837524,1,11.67
4237,2.0,1,11.93
4238,1.9640899896621704,1,11.44
4239,1.9765071868896484,1,11.55
4240,1.9994767904281616,1,11.76
4241,1.9550251960754395,1,11.35
4242,1.9405665397644043,1,11.22
4243,2.0,1,11.77
4244,1.879246711730957,1,11.78
4245,1.9966422319412231,1,11.73
4246,1.9905121326446533,1,11.68
4247,2.0,1,12.0
4248,1.9450691938400269,1,11.25
4249,2.0,1,11.78
4250,1.9641568660736084,1,11.44
4251,2.0,1,11.94
4252,1.8700988292694092,1,11.7
4253,2.0,1,11.83
4254,2.0,1,11.86
4255,2.0,1,11.91
4256,1.9965497255325317,1,11.73
4257,1.3898334503173828,1,6.85
4258,1.953100562095642,1,11.33
4259,1.8261477947235107,1,10.18
4260,2.0,1,11.85
4261,2.0,1,11.82
4262,1.7631734609603882,1,9.55
4263,1.376349687576294,1,6.46
4264,2.0,1,11.83
4265,1.8887639045715332,1,11.86
4266,2.0,1,11.78
4267,2.0,1,11.96
4268,2.0,1,12.0
4269,2.0,1,11.92
4270,2.0,1,11.94
4271,1.4150270223617554,1,7.45
4272,1.9595247507095337,1,11.4
4273,1.9849814176559448,1,11.63
4274,2.0,1,11.78
4275,1.9917110204696655,1,11.69
4276,1.8807460069656372,1,11.79
4277,1.971989631652832,1,11.51
4278,2.0,1,11.77
4279,1.9437774419784546,1,11.25
4280,2.0,1,11.89
4281,2.0,1,12.0
4282,1.360516905784607,1,4.86
4283,1.3313339948654175,1,7.14
4284,1.601426601409912,1,7.59
4285,1.997274398803711,1,11.74
4286,2.0,1,11.91
4287,1.9843510389328003,1,11.62
4288,1.9856088161468506,1,11.63
4289,1.6578234434127808,1,10.77
4290,1.989683747291565,1,11.67
4291,1.9927167892456055,1,11.69
4292,1.9944602251052856,1,11.71
4293,2.0,1,11.78
4294,2.0,1,12.0
4295,1.992214560508728,1,11.69
4296,1.3030202388763428,1,6.39
4297,2.0,1,12.0
4298,2.0,1,11.86
4299,1.9424904584884644,1,11.23
4300,2.0,1,11.85
4301,2.0,1,11.99
4302,1.4985599517822266,1,8.57
4303,1.883053183555603,1,10.72
4304,2.0,1,11.8
4305,1.773131251335144,1,11.38
4306,1.9763139486312866,1,11.55
4307,1.9805023670196533,1,11.59
4308,1.8834878206253052,1,11.82
4309,1.74031662940979,1,11.02
4310,2.0,1,12.0
4311,2.0,1,11.94
4312,1.9788249731063843,1,11.57
4313,1.9997082948684692,1,11.76
4314,2.0,1,11.94
4315,1.9543544054031372,1,11.35
4316,2.0,1,11.93
4317,1.9892009496688843,1,11.66
4318,1.9815047979354858,1,11.6
4319,2.0,1,11.84
4320,1.8610708713531494,1,11.62
4321,1.98599374294281,1,11.64
4322,2.0,1,11.93
4323,2.0,1,11.82
4324,1.8305782079696655,1,11.34
4325,1.9849539995193481,1,11.63
4326,1.8338186740875244,1,11.33
4327,1.8505357503890991,1,11.5
4328,2.0,1,11.8
4329,1.5384067296981812,1,8.74
4330,1.9217712879180908,1,11.04
4331,1.995263934135437,1,11.72
4332,1.4576715230941772,1,6.81
4333,2.0,1,11.84
4334,1.9041321277618408,1,12.0
4335,2.0,1,11.81
4336,1.9425206184387207,1,11.23
4337,1.9517648220062256,1,11.33
4338,2.0,1,11.95
4339,2.0,1,11.78
4340,1.98812997341156,1,11.65
4341,1.8127943277359009,1,10.16
4342,1.5370334386825562,1,8.87
4343,1.6231426000595093,1,9.31
4344,1.988551139831543,1,11.66
4345,1.990285873413086,1,11.68
4346,1.9981231689453125,1,11.75
4347,1.886468529701233,1,11.84
4348,2.0,1,11.85
4349,2.0,1,12.0
4350,1.9710959196090698,1,11.5
4351,2.0,1,11.91
4352,2.0,1,11.78
4353,2.0,1,11.98
4354,1.8791046142578125,1,10.69
4355,1.5239241123199463,1,8.88
4356,1.6967767477035522,1,8.74
4357,1.7905950546264648,1,11.55
4358,2.0,1,11.84
4359,1.9568755626678467,1,11.37
4360,1.8922197818756104,1,11.89
4361,2.0,1,11.8
4362,1.7281197309494019,1,10.41
4363,1.995427131652832,1,11.72
4364,2.0,1,11.84
4365,1.889435052871704,1,11.87
4366,2.0,1,12.0
4367,2.0,1,11.82
4368,1.3299516439437866,1,6.89
4369,2.0,1,12.0
4370,2.0,1,11.87
4371,1.445513129234314,1,6.57
4372,2.0,1,11.99
4373,1.9756687879562378,1,11.54
4374,1.9822932481765747,1,11.6
4375,2.0,1,12.0
4376,1.9973392486572266,1,11.74
4377,1.9823895692825317,1,11.6
4378,1.481344223022461,1,9.01
4379,1.9845860004425049,1,11.62
4380,1.959933876991272,1,11.4
4381,1.988614797592163,1,11.66
4382,1.9982173442840576,1,11.75
4383,1.9722285270690918,1,11.51
4384,1.9528295993804932,1,11.33
4385,2.0,1,11.92
4386,1.9896131753921509,1,11.67
4387,1.9812595844268799,1,11.59
4388,1.722179889678955,1,8.98
4389,1.9999421834945679,1,11.76
4390,1.9840153455734253,1,11.61
4391,1.8128418922424316,1,10.16
4392,1.8818424940109253,1,11.8
4393,1.6390234231948853,1,8.07
4394,1.9918487071990967,1,11.69
4395,2.0,1,11.99
4396,1.7518649101257324,1,9.57
4397,2.0,1,11.82
4398,1.6974376440048218,1,9.69
4399,2.0,1,12.0
4400,2.0,1,11.9
4401,1.789542555809021,1,11.52
4402,1.893127202987671,1,11.9
4403,2.0,1,11.83
4404,1.9822245836257935,1,11.6
4405,2.0,1,11.95
4406,2.0,1,11.84
4407,1.757930874824524,1,9.67
4408,1.3478844165802002,1,4.51
4409,2.0,1,11.87
4410,1.8829572200775146,1,11.81
4411,1.3482227325439453,1,4.51
4412,2.0,1,12.0
4413,1.324997901916504,1,6.89
4414,1.8931984901428223,1,11.9
4415,1.966394066810608,1,11.46
4416,1.6908714771270752,1,11.18
4417,1.9488956928253174,1,11.3
4418,1.8132014274597168,1,11.06
4419,2.0,1,11.95
4420,2.0,1,11.91
4421,1.9529811143875122,1,11.34
4422,2.0,1,12.0
4423,1.9721853733062744,1,11.52
4424,1.9721697568893433,1,11.51
4425,1.7987221479415894,1,10.89
4426,1.9933232069015503,1,11.7
4427,1.9988263845443726,1,11.75
4428,2.0,1,11.79
4429,1.7378220558166504,1,10.51
4430,2.0,1,11.77
4431,2.0,1,11.93
4432,1.9474847316741943,1,11.29
4433,2.0,1,11.99
4434,1.993369460105896,1,11.7
4435,1.9769492149353027,1,11.56
4436,2.0,1,11.95
4437,1.9702388048171997,1,11.5
4438,1.9952263832092285,1,11.72
4439,1.9785224199295044,1,11.57
4440,1.9974644184112549,1,11.74
4441,1.9866424798965454,1,11.64
4442,1.9758487939834595,1,11.53
4443,1.9812421798706055,1,11.59
4444,2.0,1,11.89
4445,1.9939038753509521,1,11.71
4446,1.878321647644043,1,11.77
4447,1.863958477973938,1,11.64
4448,1.878791332244873,1,11.77
4449,1.579321026802063,1,10.2
4450,1.823366641998291,1,11.22
4451,2.0,1,11.91
4452,1.9966704845428467,1,11.73
4453,2.0,1,11.82
4454,1.9481868743896484,1,11.28
4455,1.7659416198730469,1,10.55
4456,1.9939212799072266,1,11.7
4457,2.0,1,12.0
4458,2.0,1,11.89
4459,1.9404065608978271,1,11.21
4460,2.0,1,11.82
4461,1.9786756038665771,1,11.58
4462,1.8172709941864014,1,11.11
4463,1.9927667379379272,1,11.69
4464,1.9936676025390625,1,11.7
4465,1.89666748046875,1,11.93
4466,2.0,1,11.84
4467,2.0,1,11.82
4468,1.996495246887207,1,11.73
4469,2.0,1,11.95
4470,1.9985390901565552,1,11.75
4471,1.9967917203903198,1,11.73
4472,2.0,1,12.0
4473,2.0,1,11.91
4474,1.9834010601043701,1,11.61
4475,1.9955638647079468,1,11.72
4476,1.8802969455718994,1,11.79
4477,1.9902706146240234,1,11.68
4478,2.0,1,11.9
4479,1.9978058338165283,1,11.74
4480,1.9827100038528442,1,11.61
4481,1.8961620330810547,1,11.93
4482,1.991668462753296,1,11.69
4483,2.0,1,11.93
4484,1.9652156829833984,1,11.45
4485,2.0,1,11.91
4486,1.9939988851547241,1,11.71
4487,2.0,1,11.85
4488,1.8807662725448608,1,11.79
4489,1.9985072612762451,1,11.75
4490,1.8694183826446533,1,11.69
4491,1.9804050922393799,1,11.58
4492,2.0,1,11.79
4493,1.1926497220993042,1,7.06
4494,1.7632540464401245,1,9.68
4495,1.9858163595199585,1,11.63
4496,2.0,1,12.0
4497,1.8887490034103394,1,11.86
4498,1.8353824615478516,1,10.26
4499,1.9675934314727783,1,11.47
4500,1.9841090440750122,1,11.61
4501,2.0,1,11.99
4502,1.9974923133850098,1,11.74
4503,1.9889016151428223,1,11.66
4504,2.0,1,11.92
4505,2.0,1,11.94
4506,1.9183894395828247,1,11.01
4507,2.0,1,11.83
4508,1.9942840337753296,1,11.71
4509,1.9707223176956177,1,11.5
4510,1.7562345266342163,1,11.19
4511,2.0,1,11.88
4512,2.0,1,12.0
4513,1.8672903776168823,1,11.67
4514,1.9982975721359253,1,11.74
4515,1.7209224700927734,1,11.49
4516,2.0,1,11.88
4517,1.9949606657028198,1,11.71
4518,1.8499842882156372,1,11.51
4519,1.9611929655075073,1,11.42
4520,2.0,1,11.87
4521,1.9986311197280884,1,11.75
4522,1.757348895072937,1,9.66
4523,1.98312246799469,1,11.6
4524,1.8814886808395386,1,11.8
4525,1.9944528341293335,1,11.71
4526,2.0,1,11.78
4527,1.9609719514846802,1,11.41
4528,2.0,1,12.0
4529,1.4605098962783813,1,6.78
4530,1.6978341341018677,1,8.77
4531,2.0,1,11.81
4532,2.0,1,11.93
4533,2.0,1,11.88
4534,1.9827200174331665,1,11.61
4535,1.9761219024658203,1,11.55
4536,1.9831211566925049,1,11.61
4537,1.4542840719223022,1,6.78
4538,1.4128364324569702,1,5.79
4539,1.9609785079956055,1,11.41
4540,1.2508245706558228,1,6.73
4541,2.0,1,11.91
4542,2.0,1,11.78
4543,2.0,1,11.97
4544,2.0,1,11.85
4545,2.0,1,11.88
4546,2.0,1,11.82
4547,1.7752093076705933,1,10.7
4548,2.0,1,11.84
4549,2.0,1,11.92
4550,2.0,1,11.82
4551,1.4973161220550537,1,7.56
4552,1.985622525215149,1,11.63
4553,1.9893972873687744,1,11.66
4554,2.0,1,11.89
4555,1.9596178531646729,1,11.39
4556,2.0,1,11.81
4557,1.9901964664459229,1,11.67
4558,1.8143030405044556,1,11.76
4559,1.9362047910690308,1,11.18
4560,1.9842942953109741,1,11.62
4561,2.0,1,11.79
4562,1.9481911659240723,1,11.3
4563,1.9764351844787598,1,11.55
4564,1.9933096170425415,1,11.7
4565,1.8973255157470703,1,10.85
4566,1.988895297050476,1,11.66
4567,1.9939872026443481,1,11.71
4568,2.0,1,11.91
4569,2.0,1,11.8
4570,1.9653043746948242,1,11.45
4571,1.9984606504440308,1,11.75
4572,1.9699536561965942,1,11.49
4573,2.0,1,11.98
4574,1.976473093032837,1,11.54
4575,1.987479567527771,1,11.65
4576,2.0,1,11.85
4577,2.0,1,11.91
4578,2.0,1,12.0
4579,1.7731661796569824,1,10.68
4580,1.9618817567825317,1,11.42
4581,2.0,1,11.92
4582,1.7977957725524902,1,10.98
4583,2.0,1,11.83
4584,1.6572030782699585,1,9.69
4585,1.9828046560287476,1,11.61
4586,2.0,1,12.0
4587,2.0,1,11.87
4588,1.380281686782837,1,6.49
4589,1.3717141151428223,1,5.11
4590,2.0,1,12.0
4591,2.0,1,11.93
4592,2.0,1,11.79
4593,1.3450167179107666,1,4.4
4594,2.0,1,12.0
4595,1.8878930807113647,1,11.85
4596,2.0,1,11.85
4597,2.0,1,11.91
4598,1.8761659860610962,1,11.75
4599,1.987541675567627,1,11.65
4600,1.8163505792617798,1,11.14
4601,2.0,1,11.83
4602,2.0,1,11.78
4603,2.0,1,11.94
4604,1.8750121593475342,1,10.65
4605,1.9602195024490356,1,11.4
4606,1.4442510604858398,1,7.88
4607,2.0,1,11.89
4608,1.8516309261322021,1,10.42
4609,2.0,1,11.88
4610,2.0,1,11.82
4611,1.915835976600647,1,10.99
4612,2.0,1,11.87
4613,1.9676836729049683,1,11.47
4614,2.0,1,11.77
4615,1.996302604675293,1,11.73
4616,1.7319786548614502,1,10.87
4617,1.9520320892333984,1,11.33
4618,1.928463339805603,1,11.11
4619,1.9921927452087402,1,11.7
4620,2.0,1,11.81
4621,2.0,1,11.9
4622,2.0,1,11.92
4623,2.0,1,11.85
4624,1.9696205854415894,1,11.49
4625,1.4277660846710205,1,5.52
4626,1.706734299659729,1,11.35
4627,1.9991873502731323,1,11.76
4628,1.995847463607788,1,11.73
4629,2.0,1,11.84
4630,1.8465850353240967,1,11.48
4631,2.0,1,11.82
4632,1.884803295135498,1,11.83
4633,2.0,1,11.95
4634,1.9999821186065674,1,11.76
4635,1.510556936264038,1,7.89
4636,2.0,1,11.99
4637,2.0,1,11.98
4638,1.957098364830017,1,11.37
4639,2.0,1,11.82
4640,1.7993324995040894,1,10.96
4641,1.9843257665634155,1,11.62
4642,2.0,1,11.91
4643,1.4710602760314941,1,7.37
4644,2.0,1,11.86
4645,1.994532585144043,1,11.71
4646,1.7282203435897827,1,10.81
4647,1.9842703342437744,1,11.62
4648,2.0,1,11.93
4649,1.8890249729156494,1,11.86
4650,2.0,1,12.0
4651,2.0,1,11.84
4652,2.0,1,11.97
4653,1.9387322664260864,1,11.19
4654,2.0,1,11.93
4655,1.8875048160552979,1,11.85
4656,2.0,1,12.0
4657,1.763634443283081,1,9.57
4658,1.8138114213943481,1,11.21
4659,1.9508593082427979,1,11.31
4660,1.932672142982483,1,11.17
4661,1.9835104942321777,1,11.62
4662,2.0,1,12.0
4663,1.9941118955612183,1,11.71
4664,2.0,1,11.98
4665,1.9946938753128052,1,11.72
4666,1.9470109939575195,1,11.27
4667,1.9719077348709106,1,11.51
4668,1.9825713634490967,1,11.6
4669,1.89492666721344,1,11.92
4670,1.897943139076233,1,11.94
4671,1.987554907798767,1,11.65
4672,1.9723231792449951,1,11.52
4673,2.0,1,11.76
4674,1.9812082052230835,1,11.59
4675,1.8963472843170166,1,11.93
4676,1.9578804969787598,1,11.38
4677,2.0,1,11.88
4678,1.4485231637954712,1,5.98
4679,2.0,1,12.0
4680,1.9523193836212158,1,11.33
4681,1.9438413381576538,1,11.26
4682,1.9959838390350342,1,11.73
4683,2.0,1,12.0
4684,2.0,1,11.93
4685,1.9982635974884033,1,11.75
4686,2.0,1,11.88
