episode,reward,success_rate,qscore
405,2.0,1,11.78
406,2.0,1,12.0
407,1.7786638736724854,1,11.43
408,2.0,1,11.86
409,2.0,1,11.77
410,1.997194528579712,1,11.73
411,1.9665954113006592,1,11.46
412,2.0,1,11.92
413,2.0,1,11.83
414,1.9961884021759033,1,11.73
415,1.956242561340332,1,11.36
416,1.9542354345321655,1,11.35
417,2.0,1,12.0
418,1.9157588481903076,1,10.99
419,1.9819941520690918,1,11.59
420,2.0,1,11.88
421,2.0,1,11.77
422,1.956547737121582,1,11.36
423,1.764944076538086,1,9.57
424,2.0,1,11.88
425,1.7347441911697388,1,9.23
426,1.98193359375,1,11.6
427,2.0,1,11.94
428,1.6065469980239868,1,10.97
429,1.9827200174331665,1,11.6
430,1.9815678596496582,1,11.6
431,1.8132684230804443,1,10.17
432,2.0,1,11.91
433,1.944002389907837,1,11.26
434,2.0,1,11.82
435,1.9973925352096558,1,11.74
436,1.9712603092193604,1,11.5
437,1.9637521505355835,1,11.98
438,2.0,1,11.89
439,1.9900010824203491,1,11.67
440,2.0,1,11.77
441,1.963250994682312,1,11.97
442,1.7507864236831665,1,10.15
443,1.9766632318496704,1,11.54
444,2.0,1,11.79
445,1.9765921831130981,1,11.55
446,2.0,1,12.0
447,1.4989725351333618,1,7.68
448,1.9924894571304321,1,11.69
449,2.0,1,11.85
450,2.0,1,11.77
451,2.0,1,11.84
452,1.9892007112503052,1,11.67
453,2.0,1,11.96
454,2.0,1,11.77
455,2.0,1,12.0
456,1.9534358978271484,1,11.34
457,2.0,1,11.93
458,1.9998124837875366,1,11.76
459,1.9261075258255005,1,11.09
460,2.0,1,11.76
461,1.971552848815918,1,11.49
462,1.7169395685195923,1,10.3
463,1.7513152360916138,1,11.14
464,1.9951508045196533,1,11.72
465,1.7991441488265991,1,10.97
466,2.0,1,11.85
467,1.8076817989349365,1,11.7
468,1.539017677307129,1,8.3
469,1.5443466901779175,1,10.18
470,1.681855320930481,1,8.47
471,1.6146717071533203,1,7.49
472,1.97900390625,1,11.56
473,1.3489989042282104,1,4.54
474,1.9596757888793945,1,11.4
475,2.0,1,11.77
476,1.995247483253479,1,11.72
477,1.9613780975341797,1,11.96
478,1.960170030593872,1,11.95
479,1.985414743423462,1,11.63
480,2.0,1,11.85
481,2.0,1,11.9
482,1.9414986371994019,1,11.23
483,1.8535300493240356,1,11.55
484,1.9980847835540771,1,11.74
485,2.0,1,12.0
486,1.9948499202728271,1,11.71
487,2.0,1,11.96
488,2.0,1,11.92
489,1.7713786363601685,1,9.78
490,1.3781864643096924,1,8.46
491,2.0,1,11.77
492,1.5801831483840942,1,10.61
493,1.9823421239852905,1,11.6
494,1.963736653327942,1,11.98
495,2.0,1,11.91
496,2.0,1,11.84
497,1.9554890394210815,1,11.35
498,2.0,1,11.85
499,1.9813947677612305,1,11.6
500,1.799626111984253,1,10.89
501,1.8847497701644897,1,11.83
502,1.506763219833374,1,7.65
503,1.9448847770690918,1,11.25
504,1.8956364393234253,1,11.92
505,1.9772822856903076,1,11.55
506,1.9938067197799683,1,11.71
507,1.752197027206421,1,9.57
508,1.9863137006759644,1,11.63
509,1.9978868961334229,1,11.74
510,2.0,1,11.88
511,1.748558759689331,1,9.35
512,1.98910653591156,1,11.67
513,1.9881386756896973,1,11.66
514,2.0,1,12.0
515,1.9979395866394043,1,11.74
516,1.9576003551483154,1,11.38
517,2.0,1,11.86
518,1.9981963634490967,1,11.73
519,1.9816951751708984,1,11.6
520,1.7838385105133057,1,10.82
521,1.992729663848877,1,11.69
522,2.0,1,11.97
523,1.973874807357788,1,11.53
524,1.9460175037384033,1,11.26
525,1.9153145551681519,1,10.98
526,1.8098363876342773,1,10.32
527,1.9441441297531128,1,11.81
528,1.97463858127594,1,11.54
529,1.9574811458587646,1,11.37
530,2.0,1,12.0
531,1.9898502826690674,1,11.67
532,1.9600520133972168,1,11.41
533,1.3454089164733887,1,4.41
534,1.9881194829940796,1,11.66
535,1.9572006464004517,1,11.38
536,2.0,1,11.92
537,1.604471206665039,1,10.94
538,2.0,1,11.88
539,1.989995002746582,1,11.67
540,2.0,1,11.97
541,1.9541136026382446,1,11.34
542,1.9902480840682983,1,11.67
543,1.9664230346679688,1,11.46
544,2.0,1,12.0
545,1.9817678928375244,1,11.6
546,2.0,1,11.95
547,1.9498683214187622,1,11.3
548,2.0,1,11.86
549,2.0,1,11.89
550,1.9703142642974854,1,11.49
551,1.980252981185913,1,11.59
552,2.0,1,11.82
553,1.9233254194259644,1,11.06
554,1.7428715229034424,1,9.38
555,2.0,1,11.96
556,2.0,1,11.93
557,1.9641976356506348,1,11.44
558,1.9664762020111084,1,12.0
559,1.9941831827163696,1,11.71
560,1.980559229850769,1,11.59
561,1.893830418586731,1,11.91
562,1.98541259765625,1,11.63
563,1.499658465385437,1,7.65
564,1.7838555574417114,1,10.02
565,1.9688544273376465,1,11.48
566,1.9839943647384644,1,11.62
567,2.0,1,12.0
568,1.9992262125015259,1,11.75
569,1.8926138877868652,1,11.89
570,2.0,1,11.98
571,1.9970214366912842,1,11.73
572,2.0,1,11.84
573,1.4633101224899292,1,7.03
574,1.7458178997039795,1,11.71
575,1.9985072612762451,1,11.75
576,2.0,1,11.91
577,1.9922759532928467,1,11.69
578,2.0,1,11.8
579,2.0,1,11.83
580,2.0,1,11.94
581,1.985836148262024,1,11.64
582,2.0,1,11.93
583,1.9945966005325317,1,11.71
584,1.9871665239334106,1,11.64
585,2.0,1,11.93
586,1.9950858354568481,1,11.72
587,2.0,1,11.81
588,1.9906744956970215,1,11.68
589,1.9846491813659668,1,11.62
590,1.748029351234436,1,11.73
591,1.4492549896240234,1,5.97
592,1.8334895372390747,1,11.31
593,1.8308528661727905,1,11.35
594,2.0,1,11.93
595,2.0,1,11.81
596,2.0,1,11.76
597,2.0,1,11.91
598,1.965360403060913,1,11.45
599,1.9897390604019165,1,11.67
600,1.9503047466278076,1,11.3
601,1.7408931255340576,1,10.97
602,1.798211693763733,1,10.89
603,2.0,1,12.0
604,1.9715102910995483,1,11.5
605,2.0,1,11.8
606,1.3741965293884277,1,7.73
607,1.8089489936828613,1,11.71
608,1.9834158420562744,1,11.61
609,2.0,1,11.95
610,1.9119110107421875,1,10.97
611,1.9968832731246948,1,11.73
612,1.989693284034729,1,11.67
613,1.9554827213287354,1,11.36
614,1.9973523616790771,1,11.74
615,1.7312899827957153,1,10.93
616,1.978326439857483,1,11.57
617,1.6592888832092285,1,10.81
618,1.9976619482040405,1,11.74
619,2.0,1,12.0
620,1.368109107017517,1,6.46
621,1.759401798248291,1,9.63
622,1.9848955869674683,1,11.63
623,2.0,1,11.85
624,1.5453752279281616,1,8.33
625,1.9541656970977783,1,11.35
626,1.4702786207199097,1,8.2
627,2.0,1,11.9
628,2.0,1,11.78
629,1.3946337699890137,1,6.95
630,2.0,1,11.96
631,1.5380876064300537,1,8.64
632,2.0,1,11.82
633,1.9802154302597046,1,11.58
634,1.9723634719848633,1,11.51
635,1.9979100227355957,1,11.74
636,2.0,1,11.77
637,1.999458909034729,1,11.76
638,1.998664379119873,1,11.75
639,2.0,1,12.0
640,1.9769984483718872,1,11.55
641,1.9822808504104614,1,11.6
642,1.8072069883346558,1,11.09
643,1.97958505153656,1,11.57
644,1.974910855293274,1,11.54
645,2.0,1,11.88
646,1.9455631971359253,1,11.82
647,1.999534010887146,1,11.76
648,2.0,1,11.87
649,1.413447380065918,1,7.17
650,1.9380601644515991,1,11.2
651,1.9461535215377808,1,11.82
652,1.9754115343093872,1,11.53
653,1.977414608001709,1,11.56
654,1.7209135293960571,1,9.07
655,1.8547128438949585,1,11.55
656,1.9568666219711304,1,11.92
657,1.9664762020111084,1,12.0
658,1.600419521331787,1,10.87
659,1.7780613899230957,1,10.89
660,1.7671490907669067,1,9.69
661,2.0,1,12.0
662,2.0,1,11.8
663,1.8181384801864624,1,11.79
664,1.426127314567566,1,5.47
665,2.0,1,11.8
666,2.0,1,12.0
667,1.946988821029663,1,11.27
668,1.9779528379440308,1,11.55
669,2.0,1,11.91
670,1.9911446571350098,1,11.68
671,1.8042173385620117,1,11.05
672,2.0,1,11.96
673,2.0,1,11.82
674,2.0,1,11.86
675,1.9883610010147095,1,11.66
676,1.9667584896087646,1,11.46
677,1.7088429927825928,1,10.77
678,1.457727074623108,1,6.69
679,1.7545522451400757,1,9.56
680,2.0,1,11.9
681,1.7605863809585571,1,11.26
682,1.7669204473495483,1,10.6
683,1.2770265340805054,1,7.12
684,1.9550257921218872,1,11.35
685,1.446427345275879,1,6.54
686,1.9846088886260986,1,11.63
687,2.0,1,11.89
688,1.3928686380386353,1,7.01
689,1.8444195985794067,1,11.46
690,2.0,1,11.86
691,1.960782766342163,1,11.4
692,2.0,1,11.96
693,1.8126062154769897,1,10.15
694,1.996834397315979,1,11.73
695,1.9463187456130981,1,11.28
696,1.6833053827285767,1,10.32
697,2.0,1,11.99
698,1.9735909700393677,1,11.53
699,2.0,1,11.86
700,1.1713780164718628,1,6.67
701,2.0,1,11.83
702,1.9832626581192017,1,11.61
703,1.9963173866271973,1,11.73
704,1.826957106590271,1,11.23
705,1.4912999868392944,1,7.51
706,1.763458013534546,1,9.68
707,1.4320425987243652,1,7.5
708,1.9929596185684204,1,11.7
709,2.0,1,11.76
710,1.9085440635681152,1,10.95
711,1.463785171508789,1,6.89
712,2.0,1,11.99
713,1.9774924516677856,1,11.56
714,1.9781415462493896,1,11.57
715,2.0,1,11.97
716,1.7417036294937134,1,11.02
717,2.0,1,12.0
718,1.9652583599090576,1,11.45
719,2.0,1,11.8
720,1.8891327381134033,1,11.87
721,1.8667418956756592,1,10.57
722,2.0,1,11.84
723,1.995996117591858,1,11.73
724,1.9926531314849854,1,11.69
725,2.0,1,11.79
726,1.811868667602539,1,11.04
727,2.0,1,11.89
728,1.8066797256469727,1,11.06
729,2.0,1,11.84
730,2.0,1,12.0
731,1.9967659711837769,1,11.74
732,2.0,1,11.95
733,2.0,1,11.81
734,2.0,1,11.83
735,2.0,1,11.88
736,1.3707088232040405,1,5.08
737,1.9682469367980957,1,11.46
738,2.0,1,11.93
739,1.984678030014038,1,11.63
740,1.9729903936386108,1,11.52
741,1.986117959022522,1,11.63
742,1.6883864402770996,1,8.59
743,1.9529401063919067,1,11.88
744,1.9564911127090454,1,11.37
745,1.9700465202331543,1,11.5
746,1.6895872354507446,1,10.64
747,1.9751203060150146,1,11.53
748,1.9807325601577759,1,11.58
749,1.576037883758545,1,10.65
750,1.839536428451538,1,11.42
751,2.0,1,11.94
752,1.9441728591918945,1,11.26
753,1.479427695274353,1,7.28
754,2.0,1,11.79
755,1.9696149826049805,1,11.49
756,2.0,1,11.93
757,1.538166880607605,1,8.26
758,1.6280205249786377,1,9.1
759,2.0,1,11.85
760,1.995549201965332,1,11.72
761,2.0,1,11.81
762,1.978753685951233,1,11.57
763,2.0,1,11.85
764,1.9979971647262573,1,11.74
765,2.0,1,11.76
766,2.0,1,11.93
767,1.9672701358795166,1,11.47
768,1.4747638702392578,1,7.24
769,1.9480684995651245,1,11.28
770,1.966125726699829,1,12.0
771,1.9859282970428467,1,11.63
772,1.9925323724746704,1,11.7
773,1.9888702630996704,1,11.66
774,2.0,1,11.85
775,1.8115228414535522,1,10.12
776,2.0,1,11.89
777,1.994775652885437,1,11.71
778,1.9907540082931519,1,11.68
779,1.748355746269226,1,9.32
780,1.4490623474121094,1,6.59
781,1.9949743747711182,1,11.71
782,1.9471073150634766,1,11.83
783,2.0,1,11.94
784,1.5462486743927002,1,8.41
785,2.0,1,12.0
786,1.831357479095459,1,11.33
787,1.8152363300323486,1,11.12
788,1.955446481704712,1,11.91
789,1.8084383010864258,1,11.7
790,1.5755311250686646,1,6.93
791,1.60146164894104,1,10.94
792,1.981168508529663,1,11.59
793,1.9889291524887085,1,11.66
794,1.9801480770111084,1,11.59
795,1.9841234683990479,1,11.61
796,2.0,1,11.89
797,1.9742331504821777,1,11.54
798,1.295663595199585,1,4.78
799,1.4465062618255615,1,6.59
800,1.9926884174346924,1,11.69
801,1.9723658561706543,1,11.51
802,1.9960658550262451,1,11.73
803,1.804770827293396,1,10.98
804,1.985421061515808,1,11.63
805,1.9716321229934692,1,11.51
806,1.9923213720321655,1,11.69
807,1.7169818878173828,1,10.89
808,2.0,1,12.0
809,1.972555160522461,1,11.52
810,2.0,1,11.83
811,1.6838003396987915,1,10.58
812,1.5270146131515503,1,8.48
813,1.9797611236572266,1,11.58
814,2.0,1,11.91
815,1.9619109630584717,1,11.41
816,2.0,1,11.89
817,1.889855980873108,1,11.87
818,1.9047141075134277,1,12.0
819,1.973012924194336,1,11.51
820,2.0,1,11.95
821,1.9860268831253052,1,11.64
822,1.9916146993637085,1,11.69
823,1.9537763595581055,1,11.34
824,2.0,1,11.9
825,2.0,1,11.77
826,1.3031502962112427,1,6.31
827,1.8959459066390991,1,10.84
828,2.0,1,11.81
829,1.9859458208084106,1,11.63
830,1.8101025819778442,1,11.09
831,1.9866145849227905,1,11.64
832,1.9870710372924805,1,11.65
833,2.0,1,11.93
834,1.743707299232483,1,9.34
835,1.9664762020111084,1,12.0
836,2.0,1,11.93
837,2.0,1,11.9
838,2.0,1,11.87
839,1.9755624532699585,1,11.55
840,1.9853670597076416,1,11.64
841,1.7965798377990723,1,11.6
842,2.0,1,12.0
843,1.9537296295166016,1,11.34
844,1.4665489196777344,1,7.01
845,1.9771580696105957,1,11.56
846,1.983054518699646,1,11.61
847,2.0,1,11.77
848,2.0,1,11.88
849,1.9983173608779907,1,11.75
850,2.0,1,11.99
851,2.0,1,11.86
852,1.8550920486450195,1,11.56
853,1.4733214378356934,1,7.06
854,1.9994345903396606,1,11.76
855,1.976572036743164,1,11.54
856,1.9945926666259766,1,11.72
857,2.0,1,11.78
858,1.9921905994415283,1,11.69
859,2.0,1,11.83
860,1.9833652973175049,1,11.62
861,1.7412446737289429,1,9.36
862,1.7472895383834839,1,10.27
863,1.9926618337631226,1,11.69
864,2.0,1,12.0
865,1.630206823348999,1,7.66
866,2.0,1,11.79
867,1.970541000366211,1,11.5
868,1.614783763885498,1,8.84
869,2.0,1,11.96
870,1.9893838167190552,1,11.66
871,1.9873735904693604,1,11.64
872,1.9913299083709717,1,11.69
873,1.9047141075134277,1,12.0
874,2.0,1,11.78
875,2.0,1,11.83
876,1.643554925918579,1,9.55
877,2.0,1,11.92
878,2.0,1,11.84
879,2.0,1,12.0
880,1.7992521524429321,1,10.95
881,1.9816009998321533,1,11.6
882,1.4998060464859009,1,7.65
883,2.0,1,11.86
884,1.7449917793273926,1,9.42
885,1.967659592628479,1,11.48
886,1.9818115234375,1,11.6
887,1.7115997076034546,1,10.25
888,1.984292984008789,1,11.62
889,1.3930912017822266,1,5.5
890,1.9879179000854492,1,11.65
891,1.727958083152771,1,9.16
892,2.0,1,11.8
893,1.9819272756576538,1,11.59
894,2.0,1,11.94
895,1.9865620136260986,1,11.64
896,1.9822880029678345,1,11.61
897,1.9763380289077759,1,11.54
898,2.0,1,11.96
899,1.9777579307556152,1,11.56
900,1.7991331815719604,1,11.62
901,1.975923776626587,1,11.55
902,1.97506582736969,1,11.54
903,1.832037091255188,1,10.55
904,1.7350972890853882,1,9.25
905,1.9628291130065918,1,11.43
906,1.9622584581375122,1,11.43
907,2.0,1,11.88
908,1.986659049987793,1,11.64
909,1.9629085063934326,1,11.43
910,2.0,1,12.0
911,1.9804410934448242,1,11.59
912,2.0,1,11.87
913,2.0,1,11.88
914,2.0,1,12.0
915,2.0,1,11.85
916,1.9582979679107666,1,11.93
917,2.0,1,11.79
918,2.0,1,11.92
919,2.0,1,12.0
